Date,Time,Product Name,Customer ID,Customer Name,Price
2023-01-17,12:01:49,Laptop,506e5a9a-b758-488d-ab73-295b344a54b8,James Powers,843.41
2023-05-23,17:40:24,Smartphone,edd4253b-50f0-4d0a-b50c-ab754ccc9bc2,Angel Ellis,714.16
2023-10-20,20:58:45,Headphones,19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Daniel Baker,184.81
2023-08-31,14:49:14,Monitor,119c4ea3-e180-4081-9958-a499eeea163e,Jaclyn Moore,259.35
2023-12-04,15:41:38,Headphones,4d71c366-b41b-4143-8b10-550cd5704f32,Victoria Valdez,73.58
2023-08-28,01:58:20,Camera,8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,Matthew Mcmillan,808.29
2023-06-23,03:58:42,Smartphone,e3c43657-1d8c-4bac-83b4-09ef2260e70f,Juan Nelson,260.61
2023-10-02,16:20:00,Headphones,57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,Mark Baker,97.9
2023-05-23,16:50:37,Tablet,e87d1c78-e7c4-41c7-8049-7b717d106c60,Anna Henderson,424.22
2023-02-08,16:08:02,Headphones,5563f616-00e8-4ece-8b49-452d46d483f3,Mandy Green,268.62
2023-11-30,19:40:55,Keyboard,b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Adam Jones,27.83
2023-05-02,06:03:18,Laptop,26286bfb-e767-4cea-b0e6-a969e21342b0,Sandra Aguilar,1953.49
2023-04-20,14:36:05,Printer,0ab54bde-20a0-4502-ae06-809725e97977,Steven Flynn,245.69
2023-01-02,14:12:53,Laptop,5b9962c6-e61f-4cc0-8a36-8ce7dc570131,David Garcia,746.96
2023-08-21,10:23:08,Smartwatch,dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,Marc Moore,470.61
2023-10-12,17:43:08,Printer,2999b735-dd56-4c94-bc9a-d14cee0caeb5,Rita Keith,308.98
2023-04-22,02:07:45,Tablet,ecab3301-bc8f-4d29-adea-94930658663a,Timothy Pham,273.43
2023-02-01,11:25:04,Mouse,3f87e362-cf8d-446a-bc2c-bb0ddd334cc7,Richard Rodriguez,39.43
2023-09-02,18:18:29,Laptop,787f2425-dbcc-4477-89e9-db0adf465290,Robert Stevens,575.21
2023-09-18,02:55:00,Keyboard,df0f06cb-cb9b-4326-920e-ac174e20fd1a,Alexander Lee,32.59
2023-02-04,08:33:48,Tablet,11c58ef0-dd46-4c09-8752-87aa5408f9ac,Diana May,194.54
2023-10-19,08:57:51,Printer,d7fa2d8d-fb2c-4025-adf4-e62d6651529e,Teresa Wilson,135.97
2023-11-14,02:59:05,Mouse,94a1875d-2db6-4edb-82de-ffccf86c2ca2,Deborah Rodriguez,33.78
2023-10-17,19:02:02,Printer,c9535b63-ba81-4dd9-987e-f3446f3f920c,Larry Dixon,297.21
2023-04-15,11:26:20,Camera,30a900ad-939b-462d-a645-f129629c2ae3,Michael Smith,1421.65
2023-03-09,23:30:07,Headphones,afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,Natalie Lambert,116.4
2023-02-07,00:20:20,Smartwatch,f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Erin Edwards,282.89
2023-10-16,03:38:24,Monitor,e6697833-b841-40a0-9fe7-71d6d9178793,Eric Ortiz,429.52
2023-09-17,09:39:20,Smartphone,8dedf9fb-4bb0-4f20-b27c-40266703b636,Jason Bentley,737.63
2023-02-05,08:53:38,Tablet,2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,Elizabeth Kelley,756.62
2023-08-13,19:46:40,Camera,35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Kevin Pena,641.98
2023-12-01,19:15:29,Smartwatch,acf5e81e-7131-4269-b118-e36477097749,John Santana,344.67
2023-10-11,10:54:00,Laptop,a8aa7158-2b70-4525-bc67-f831cbc84759,Jose Schultz,1501.79
2023-03-10,09:37:44,Smartphone,f3b63fe1-d184-4324-97e8-392a55cee5db,Megan Walker,1138.93
2023-10-11,05:39:34,Smartphone,0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,John Atkinson,1089.71
2023-04-18,12:29:02,Smartwatch,e2d9de5d-6a18-4e4c-b496-276412a4def0,Cheyenne Horton,212.7
2023-05-16,18:24:04,Headphones,25c73c44-3e75-43b4-a64f-a6637e8f8095,Abigail Potter,221.87
2023-01-27,03:21:37,Monitor,c7468f59-1b49-4e15-a2ad-d909c521bf2d,Christopher Rubio,263.0
2023-01-23,00:07:44,Printer,8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Ryan Bryant,348.8
2023-11-23,09:32:15,Camera,87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,Linda Dodson DVM,1225.34
2023-10-10,15:34:17,Tablet,e45b712e-b822-4688-90a4-44329cd6c852,Sandra Kelley,631.8
2023-02-08,05:25:36,Keyboard,dc8aee30-be60-43f7-a8be-9288e5af6e39,David Wright,20.77
2023-07-09,21:12:30,Keyboard,c715b2b9-c40c-4d91-86fd-e062a33dc7af,Lori Hill,22.88
2023-03-07,01:31:22,Keyboard,3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Francisco Fernandez,31.85
2023-01-21,13:01:38,Smartwatch,620e99d3-3b33-43d8-a69c-d696236c7b87,Michelle Brown,245.86
2023-12-08,03:44:33,Headphones,7746d0ba-8ae8-405b-94b4-a48268586eba,Daniel Fisher,220.52
2023-07-28,22:35:51,Camera,f2311f17-9586-4a76-8511-55ffe7a37e81,Shannon Cannon,1236.14
2023-05-02,05:54:59,Tablet,f1578470-0182-47c4-ba1b-58066160a6b4,Paul Castaneda,751.75
2023-01-13,06:31:49,Tablet,89c8d2ab-6b44-4a8d-95f2-5073f41402b1,Kimberly Morrison,722.92
2023-07-30,09:02:07,Camera,45df16b6-382c-443f-bcfc-9b793875394c,Allen Rogers,1238.86
2023-12-26,03:56:08,Smartwatch,b963f37f-6781-4c1f-8c53-0e36addc3e13,John Anderson,163.68
2023-08-29,08:05:54,Printer,e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,Justin Johnson,361.65
2023-08-24,12:43:50,Headphones,dde9f863-22bd-4388-adb9-9102a48b3dbe,Anthony Gray,254.15
2023-04-27,08:06:59,Smartwatch,56666f9f-53ac-4ab9-b467-2cd9362f5e5c,Jamie Walton,428.21
2023-07-24,11:57:05,Laptop,d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,Alec Ryan,1490.05
2023-05-23,12:47:05,Smartwatch,39669fa7-5997-4043-b3b1-025bfff9f585,Rachael Pearson,445.74
2023-10-02,12:03:24,Keyboard,3f4df561-f319-4125-87f1-94f9c1156d6d,Alex Hernandez,51.97
2023-05-14,06:30:05,Laptop,1d48a071-ab61-47b1-b93b-4c3220500494,Claudia Lyons,673.01
2023-05-16,01:23:34,Mouse,9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,Nicole Wilson,48.5
2023-06-26,11:25:14,Smartphone,4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,Alexander Collins,796.57
2023-09-19,04:12:37,Printer,60141de9-f54a-40a2-a874-66d7ad66a1bd,Miguel Jones,281.86
2023-04-08,09:16:26,Printer,3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Raymond Jefferson,369.85
2023-01-01,18:55:46,Laptop,cbd58bf6-1efd-46e9-8e37-14af99b49350,Dr. Hannah Patterson,1563.18
2023-12-10,07:10:25,Keyboard,a5c5650c-8186-4576-91a7-26095eddbbbf,Samuel Short,74.95
2023-12-07,12:01:19,Camera,5cb85aed-f5f6-4c97-aefb-63b11b049863,Sandra Zimmerman,817.56
2023-03-05,10:56:03,Mouse,859131d2-bbda-4242-ad17-4fc96f7c15ea,Debra Morton,22.56
2023-07-29,11:52:33,Keyboard,7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Nicholas Adams,44.74
2023-10-11,04:38:03,Printer,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Stephen Sanchez,309.16
2023-07-14,06:20:10,Headphones,ab0e664e-9c3e-42d5-91e1-aa9676f72255,Allen Rosales,155.11
2023-07-27,19:56:59,Mouse,5ad5cf06-364d-4c87-bcd0-129d2e8d0e87,Gina Beard,32.76
2023-04-18,15:39:06,Laptop,8e485223-46b9-4991-a14e-b70db380c73a,Travis Miller,955.81
2023-06-14,16:55:46,Mouse,8e200724-7d13-4018-a80b-ac63b856d035,Melissa Brewer,34.27
2023-04-20,18:36:40,Monitor,046a0df5-cafd-4613-b2bb-912d7da67785,Daniel Holt,348.97
2023-03-28,23:59:16,Monitor,5e781fd7-94e0-43ba-a9f9-48b24e6384bb,Joseph Coleman,507.18
2023-12-06,23:02:40,Smartphone,5a104129-54ae-4d1b-8ce6-424dbef59fe6,Denise King,483.79
2023-05-01,11:18:07,Mouse,50c7c006-314d-4441-b8a6-171f1ee34dc4,Joshua Gill,23.41
2023-03-17,00:53:21,Headphones,bd1531c8-3764-4bda-b108-d4482f65fafa,Dr. William Warren,251.64
2023-09-01,22:15:20,Laptop,d52721e7-19bc-443e-bb02-bebb48729a4d,Darren White,867.26
2023-11-19,20:57:34,Smartphone,2067bdac-88bd-43d1-b540-b30e039f3a25,William Tran,655.42
2023-07-16,17:59:59,Headphones,a34b6cf6-2053-4a42-b1af-db65b289f224,Katherine Salas,229.59
2023-12-02,00:12:06,Printer,7a8d03aa-782a-45e0-88ca-765192f5df7b,Cody Williams,173.2
2023-04-23,06:24:13,Smartphone,1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,Jennifer Jones,978.42
2023-10-13,09:04:22,Keyboard,26d794d3-0db9-4301-afbb-411aa1235a8c,Justin Torres,57.16
2023-08-26,19:20:16,Smartphone,8edddfcd-1e52-4770-bf89-7142fe716b14,Lisa Gibbs,656.46
2023-08-15,22:18:21,Keyboard,61607459-85c7-404b-8693-da1139c6a1ca,Jeremy Dalton,67.64
2023-10-08,16:14:06,Keyboard,9191b363-4e2d-4645-adc7-cac7fd72b050,Lisa Singh,54.14
2023-09-01,16:23:11,Tablet,a021c0ca-3531-468d-8342-bd2bf295456e,Matthew Moore,633.38
2023-11-23,10:05:47,Smartwatch,2812859a-1337-439e-8d4f-5d272c7f0b79,Jerry Wheeler,400.71
2023-05-03,09:59:52,Keyboard,49c13de7-3b42-46c5-885b-15fb4a8ff810,Michele Gibson,58.77
2023-05-27,08:32:15,Monitor,43b9da13-ec85-4f37-bbc1-a987aff8754d,Lori Guerrero,184.87
2023-10-04,02:56:01,Smartwatch,1d61fac3-6cd5-4859-b2a4-47b2ef04e57d,Maria Kerr,234.34
2023-07-16,05:33:48,Tablet,0f44704f-1247-4a4e-a469-98e8d39e198b,Eric Curry,248.04
2023-07-28,12:02:49,Headphones,706c5c56-49e2-423d-abd3-461691b78d8e,Michael Lyons,66.06
2023-02-01,07:31:50,Keyboard,8a3c3b5e-801e-41da-85b1-ed25f1533ae8,Bobby Williams MD,57.27
2023-10-27,00:42:40,Printer,069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Vernon Huff,216.84
2023-01-04,12:48:25,Mouse,054f92ff-f366-4ad4-964d-b03f93403fad,Miss Debra Williams PhD,25.22
2023-08-03,19:35:45,Smartwatch,7135f221-a6c9-437f-84da-d06a7872bdeb,Catherine Richards,401.39
2023-04-23,17:46:33,Keyboard,f8140102-7de1-4dfe-9072-5b5ca2814044,Gregory Cook,83.99
2023-09-06,01:03:24,Headphones,292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Michael Roberts,118.23
2023-12-14,14:43:14,Printer,c2b01cfd-d045-4d1c-a684-09e3f1f8343e,Jordan Edwards,200.84
2023-03-07,22:39:20,Tablet,c5c5b37a-f85e-46a1-9dad-09b252c21221,Jose Travis,696.33
2023-07-21,21:33:00,Keyboard,764414fd-8ae7-49ed-9e8e-de0ba85c6e4a,Cody Cox,22.16
2023-02-12,23:24:06,Mouse,71299889-a01a-4992-bf9d-3e64c1a6423b,Christina Dunn,36.52
2023-08-25,06:36:59,Printer,e17f29e1-7028-4046-89bc-473fed7bf656,Barbara Dudley,140.71
2023-06-17,07:42:22,Laptop,b5b453ca-3d42-493c-8c9f-d3349bdf0377,Juan Tran,890.23
2023-07-14,10:07:51,Monitor,d7665cda-fe04-4059-b985-fb6217dc8eff,Julia Wilson,297.08
2023-02-11,17:07:24,Printer,eec259dc-7f95-497c-a76a-a6ced50755d9,Katrina Hill,175.68
2023-01-27,12:44:30,Laptop,78e3654b-faf1-4ff0-bb85-179ad5b077e0,Juan Reyes,1623.54
2023-11-30,01:27:56,Headphones,bf0d073d-821c-4336-9970-cf60ebff8d15,Sharon Hill,212.54
2023-04-13,00:44:31,Laptop,57021049-6a39-4aa6-9aba-c50dca3dd859,Katie Hoover,1924.42
2023-03-06,17:14:30,Mouse,d664d264-4c6e-47ff-b9de-7a3a486822b9,Yvonne Burns,16.1
2023-04-22,16:55:52,Smartphone,7bfdcc12-89e0-4ab3-b250-ee18260a5962,Juan Daniels,763.97
2023-03-27,22:03:35,Smartwatch,de9e3757-5260-401e-aecf-67d2749176f4,Michael Armstrong,406.76
2023-02-28,05:57:45,Mouse,69288e92-c68a-452f-9b23-aa8c3bcabf85,Patrick Thornton,48.55
2023-01-14,11:21:28,Smartwatch,fd08b32c-62d6-4e93-a198-5d54cfb87e6f,Samantha Pollard,143.24
2023-07-12,14:26:30,Mouse,2051acef-097a-4e10-b6fe-bc0e7ecddbaf,Leslie Kane,37.09
2023-12-20,22:50:13,Headphones,1986b4b2-70b7-4868-9854-80f0dfcaf0b7,Joyce Bowen,69.0
2023-06-04,21:51:37,Headphones,f84f16b3-a79f-4faf-9ef5-768968f45bce,John Costa,75.48
2023-10-17,01:29:43,Smartphone,65c17795-b155-46bc-9f8d-ed9756abf2f1,Sarah Phelps,996.23
2023-12-05,13:29:31,Camera,f4427e0b-6148-4bb3-889b-78d5dbfdd97e,Nathan Malone,939.29
2023-06-24,00:27:38,Smartphone,9e11d2cd-0930-4ef6-8a80-068ddf547e50,Mark Mccall,705.96
2023-02-24,15:47:02,Printer,1723199d-bf2c-44a0-ba3c-8a71ff574e2b,Brett Schultz,346.7
2023-08-24,05:34:12,Camera,2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,Stephanie Williams,1062.7
2023-09-25,23:40:56,Printer,5bc440f1-4b1a-469b-8e5d-d462cbd00ef2,Charles Schmidt,152.84
2023-10-03,17:36:12,Smartwatch,2e183554-cae2-4e66-ae8a-781390e0a95b,Bob Pitts,346.36
2023-10-31,09:46:19,Monitor,7f671eec-3da7-4577-aee1-e86b9ea556aa,Briana Murray,346.01
2023-02-14,10:09:19,Camera,aab612c9-415d-474a-b5a6-69814104a8b5,Robert Santana,1322.06
2023-08-26,20:44:51,Monitor,12e89d10-2871-4733-8bed-db12ad77e82f,Gregory Matthews,259.74
2023-06-22,01:02:41,Mouse,b0b862ef-6c9f-42b9-b647-8986a3917c99,Ryan Gonzalez,36.73
2023-04-04,17:45:04,Monitor,1b4da0fe-7bb3-4605-9a74-3152627b41a1,Kenneth Andrews,532.93
2023-05-13,12:23:28,Headphones,059dd55d-4b94-4e30-b303-f438fe2110d0,Mary Hill,138.71
2023-12-26,10:03:31,Smartwatch,c73f6e1b-af90-4e3c-9d75-0e9890e0b95f,Amber Obrien,452.13
2023-04-08,03:07:01,Keyboard,e726be23-e776-4886-9534-ee1d7f2984f5,Robert Lawson,20.81
2023-09-08,20:12:48,Headphones,30ac7d7b-a2f9-43a3-b810-ae665a31b4cc,Megan Le,230.02
2023-11-27,17:52:12,Headphones,2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,Stephanie Lucas,222.65
2023-02-17,10:42:46,Monitor,088a93ec-70d9-49f8-89e2-60744f1639a0,Morgan Davis,506.82
2023-05-05,11:08:55,Headphones,6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,Carlos Ryan,151.1
2023-10-11,19:19:48,Mouse,80759f1f-87e5-40fe-9da8-d6d2f8b38a8b,Sandra Scott,24.76
2023-10-09,12:02:37,Camera,f7a67b94-7b5a-411a-b1b6-4afed31edf1a,Nicole Morgan,810.6
2023-05-19,11:09:49,Camera,1346d1a9-f680-4cdb-b7e4-90c71d7bc313,Vincent Dalton,1143.43
2023-04-09,11:29:19,Smartwatch,65bcc272-fadd-4ea3-aca5-e2fdb966442a,Regina Diaz,192.22
2023-12-20,06:44:27,Smartphone,43b38eb4-0390-4c5d-a502-d6a2ca6a2224,Jordan Chambers,942.88
2023-09-05,10:04:01,Headphones,618ae305-95a5-4afa-831d-029fac1e86d8,Teresa Rodriguez,104.1
2023-09-26,21:43:42,Mouse,9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,Kristina Herman,49.06
2023-04-10,10:47:09,Smartwatch,a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,Susan Turner,492.2
2023-06-04,00:30:54,Headphones,0b9bd934-23c8-4d30-9dde-7969688613db,Elizabeth Vasquez,140.22
2023-01-24,01:59:06,Keyboard,899ca782-e323-4d1a-bc1b-dacc18e19331,Jesse Santiago,30.13
2023-03-06,23:13:26,Keyboard,8a4a0e2d-f22b-4b98-b24c-c64fbe3e6e57,Patrick Moore,43.37
2023-01-07,20:54:03,Monitor,d56ce8ea-1959-4b5a-a7a8-f6366a35df59,Jason Lynn Jr.,196.16
2023-08-14,12:24:17,Smartwatch,71d79665-7181-4dcf-b79e-fc6e5edb0d3c,Savannah Garcia,287.76
2023-05-10,17:23:36,Tablet,e6d5901d-8b62-4d41-9e09-a9eeaf88bdec,Heather Sanders,777.57
2023-07-25,17:54:14,Smartphone,f2f25eef-1f45-4bfd-b7dc-67e030974b2b,Jordan Bates,1022.12
2023-12-18,01:57:06,Smartphone,f8999246-98de-4ebb-a3b5-cecea446be72,Richard Sanchez,777.02
2023-10-16,11:03:44,Tablet,34885a46-9088-4eaf-8977-6598203c8c25,Phillip Clark,246.98
2023-03-02,20:19:07,Smartphone,3ba5cd2f-dea4-4c19-9024-3d723748967f,Charles Lester,1193.92
2023-11-13,08:13:01,Printer,fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,Carlos King,281.9
2023-08-15,10:49:34,Keyboard,ddcf8766-a93b-42cd-9c24-220e2cabd7e7,Adrian Tyler,50.43
2023-06-06,20:42:11,Mouse,040a3aae-52e2-4fd9-96bf-10ab3ce915e7,Anthony Harmon,49.6
2023-02-20,07:33:55,Mouse,104556e5-bee3-4b79-9d18-1ee986ad8a8c,Richard Palmer,12.41
2023-02-11,05:43:05,Headphones,38b77c07-80fb-4296-b3b6-a09b1beaf6ac,Amanda Logan,116.16
2023-02-08,05:41:57,Headphones,4d37a539-857d-43b3-a8ad-df36ddf275eb,Victor Brown,93.45
2023-12-19,21:37:12,Laptop,6d204496-66d0-4371-98e8-8ebb7a9e8eef,Katherine Browning,1112.78
2023-04-29,10:29:22,Monitor,5275eb94-14ae-4f5c-a636-58c912d0498d,Ana Hill,281.07
2023-08-21,02:35:29,Smartwatch,b64fa54a-8c61-4654-95da-75c1a21150f9,Zachary Schmidt,381.2
2023-11-17,21:28:24,Headphones,6e218b09-9afd-4015-816b-cb9f7426b193,Michael Farrell,280.98
2023-10-06,08:11:06,Headphones,8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,Cindy Hayes,156.28
2023-03-14,02:35:59,Tablet,d3d1bf0f-56c4-48e4-a9ef-afb13a7e8e14,Jason Davis,740.47
2023-06-07,21:39:53,Laptop,4140752c-aa44-4259-9001-8b7b6d4067f4,Christian Leblanc,748.88
2023-08-13,04:31:39,Mouse,15da705c-d4ef-40aa-975a-81ec112fa612,Brent Rodgers,46.85
2023-12-25,14:39:17,Monitor,0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,Kristina Rivera,459.91
2023-09-10,15:56:17,Smartwatch,dfa4bb9f-5a85-4750-a92a-c1391f4a8ca1,Nicole Parrish,300.19
2023-08-10,11:44:07,Smartphone,49a214ae-f7e8-48e5-8d2b-91efb8976ec5,Heather Lane,798.04
2023-02-16,08:20:05,Mouse,7b70c3b8-a81f-4ec3-a79c-658a36760ce5,Brian Bruce,20.01
2023-01-11,09:48:45,Mouse,47503f1d-c33a-4f6c-9d69-1fba5e187b24,Renee Bruce,33.48
2023-03-31,17:07:49,Mouse,9f294a8b-d184-4c39-8476-7556f97be2dd,Maria Johnson,11.61
2023-05-23,06:36:28,Keyboard,b18753e6-d457-4ad9-a867-a096edd877c8,Christopher Park,72.12
2023-09-09,03:19:19,Mouse,59dcabd0-56fe-4fb9-abe9-e2074f199ec0,Sergio Knight,27.44
2023-06-20,11:41:21,Monitor,bdb025ff-2451-45a4-91d0-59b26699cd99,Amanda Reese,306.58
2023-06-18,14:59:15,Smartphone,74222167-6b7a-4460-a04e-46cb3712f2d1,Jacob Griffith,1057.73
2023-07-25,20:01:42,Monitor,98a21f1c-914d-4fae-b100-13a7c6deb2f0,Anthony Moore,279.7
2023-06-11,09:11:22,Laptop,14e286e5-ac89-46bc-8cbd-3c039e2aa4ac,Matthew Tucker,1182.24
2023-07-26,18:44:09,Camera,372f871a-45ee-432d-aa07-f2137129cec7,Ashley Jordan,439.11
2023-10-05,16:49:12,Laptop,97d7a560-adb1-4670-ad9f-b00d4882d73c,Mr. Andrew Foster,1486.49
2023-09-23,13:10:19,Printer,345512f7-01f7-47ec-8e06-30cd996d5c50,Daniel Taylor,116.26
2023-11-17,16:05:39,Mouse,1eb74b56-53ff-43a2-8a19-35014169b9fc,Paul Thompson,40.26
2023-10-09,04:46:12,Laptop,3ae88926-b423-4cde-8857-511761554667,Sandra Drake,805.34
2023-12-24,17:38:52,Smartwatch,bdf66ba5-dc9c-46de-a5a6-74c212738a23,Albert Morse,275.25
2023-11-19,22:10:06,Smartphone,6de59332-9364-43d0-9024-bdc6dcb33df3,Michelle Butler,228.87
2023-06-09,20:03:19,Headphones,f758dce2-0556-4aea-a7b0-32831d7c0098,Robert Montgomery,227.45
2023-02-17,08:10:51,Laptop,5ca260c9-eb76-47c9-b08a-4895d4ffa666,Ryan Sanchez,1328.38
2023-03-02,23:34:56,Smartphone,1422373f-8622-48d1-a683-e10796c044d0,Eric Morgan,661.45
